Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
AM Remix,Nio Garcia,2021-06-24,QMBZ92185047,2956,25,571325612,91249,39134041,66,71477120,340270,50,995,20390,97746040,89,20797,11,19,298331,61,47749041,6786,3265268,833419,1
Baby Me Atende,Matheus Fernandes,2021-02-26,BRWNV2100001,2951,25,258464933,26029,9231717,50,544475392,2878528,140939,9191410,150293932,243981722,36,9835,86,41,371980,6,12735768,7818,3265268,289070,0
Hello Koun,Ritesh Pandey,2019-12-09,INT501947392,2972,25,4078322,178,28394,18,987792547,3856264,38386,947262,10568686,23808458,28,5953,86,15,237407,17,12735768,7818,3265268,14707,0
La Jeepeta,Nio Garcia,2020-01-02,QMFMF1907946,2958,25,80772450,17494,2936226,45,863475923,3921294,10800,3668888,24174846,15003867,3,3529,86,2,208,31,6217592,8328,3265268,237885,1
What A Time To Be Alive,Drake,2015-09-20,USCM51500300,2994,25,820380309,115960,29602345,64,148373482,954330,1239950,5335752,33118908,1390247,187,12214,16,34,272333,31,610262729,303867,3265268,2988035,1
Creatures In Heaven,Glass Animals,2024-04-03,GBUM72310164,2979,25,18564601,3063,11762071,67,1512853,39971,182529,26576921,266064027,17203895,38,20218,3,27,327799,42,1071295,313,88252,120498,0
die,lucidbeatz,2023-03-03,QZTLA2301933,2991,25,28779088,5564,1998350,61,2872410,63751,1711764,155337385,1580363321,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,9429,0
Late At Night,Roddy Ricch,2021-06-04,USAT22102236,2990,25,257661585,97161,10116206,56,23225337,276490,48458,21485493,187075625,668848,102,14552,559,16,101316,25,93599614,18917,3265268,1681335,1
1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306673,2992,25,177731392,12908,25416651,67,15781241,283039,22100,1905153,20466555,97746040,53,18711,86,4,407207,48,8616929,4491,3265268,194854,0
Dancing in My Room,347aidan,2020-10-26,USQX92004785,2976,25,335188091,86549,11975787,61,122687107,2529521,1154302,413677323,3434097182,1051743,54,5455,119,9,18086,17,7989935,19258,3265268,1709213,1
Good Feeling EP,Flo Rida,2011-01-01,USAT21104103,2983,25,886640358,144242,105513240,76,692934603,2793210,12066,6695657,42235895,144148651,86,89328,42,37,92831,23,530020329,605944,3265268,7133253,0
Heartless (feat. Morgan Wallen),Diplo,2019-08-16,USSM11905215,2977,25,548333714,58410,13060330,77,191331224,1256178,91540,32004747,256819834,2267674,35,19,26,6,138828,28,252841658,89920,12131149,952624,1
KILL MY DOUBT,ITZY,2023-07-31,US5TA2300075,2981,25,73213687,7423,2784630,62,132379481,1601412,66945,57624378,348717938,58113305,8,626,11,3,83410,15,222663,542,3265268,142388,0
I AM WOMAN,Emmy Meli,2021-11-19,USAR12100239,2993,25,257984057,57742,17194990,62,23407759,341367,952346,229098695,2037905390,1964603664,28,36218,455,18,41161,6,18267210,12861,3265268,1967790,1
nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364198,2988,25,96595281,22799,6473640,67,23983245,280298,182529,26576921,266064027,97746040,12,319,86,15,237407,11,2420053,347,3265268,125371,1
Ivory,Omar Apollo,2022-04-08,USWB12200423,2986,25,331332225,63568,40680913,71,48857418,519822,231208,151059649,1181420700,128639662,60,22823,192,28,891836,25,1824815,4330,3265268,1380833,0
Talk To Ya - EP,HRVY,2017-11-30,GBUM71705474,2987,25,314089265,33163,7584060,58,355189118,4288854,5531271,130863210,940593293,11901853,18,266,1,7,42915,17,10422977,53403,3265268,1039052,0
Lionheart (Fearless),Joel Corry,2022-10-21,GBAHS2201155,2985,25,110545738,19914,24272196,62,23040928,130379,1731,355693,6584480,87589134,55,201798,40,26,644909,15,132408,150,494533,1431373,0
Nevermind,Dennis Lloyd,2016-12-05,USHM91642610,2980,25,968235402,159175,41317887,72,180977641,1207787,131,341500,5826772,20333193,114,59912,55,69,468422,4,215378255,114053,3265268,9293567,0
Pink Friday 2,Nicki Minaj,2023-12-08,USUM72318690,2982,25,70351205,16234,8057395,67,5380786,100456,182529,180200,1100000,277434171,19,14774,3,23,1126860,8,2325746,791,3265268,361943,1
Dale Don Dale,ElMusto,2024-05-17,TRADS2300163,2978,25,14289955,745,4805106,71,10933199,73479,182529,26576921,266064027,97746040,4,268,86,2,16378,17,12735768,7818,3265268,61976,0
Slow Hands,Niall Horan,2017-05-04,USUG11700631,2989,25,946043494,75100,29425699,70,304206080,3528279,517581,15059403,93693477,16315478,111,85404,334,29,88210,35,267765362,180778,9334619,4873266,0
3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300808,2984,25,140137839,23619,2972229,64,22406782,129416,19912,4142242,47494771,97746040,19,1377,39,15,237407,4,119778007,13739,1538268,157892,0
"Love, Damini",Burna Boy,2022-07-01,USAT22205418,3000,25,134909945,52025,5536233,62,84020549,655144,186414,18776554,282521651,37145932,62,10146,6,4,365034,7,3633343,1424,3265268,2366651,1
american dream,21 Savage,2024-01-12,USSM12309176,3005,25,54062895,14363,8542239,67,8912416,129552,182529,26576921,266064027,97746040,22,623,86,8,29006,1,4770909,1057,3265268,101226,1
Playboi Carti,Playboi Carti,2017-04-14,USUM71703095,3002,25,834795353,187620,29767336,73,282798008,3373020,39692,13117729,111426969,12788481,160,660,71,46,137569,11,97823320,75679,3265268,2953341,1
MOLETOM - Single,Luan Pereira,2023-06-29,BCX5C2300009,3004,25,139669652,9634,9093959,39,138602281,827735,182529,26576921,266064027,987706018,2,2096,86,17,653104,15,12735768,7818,408206,52401,0
1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306689,2999,25,269790122,15686,16083942,67,15244891,196230,182529,6869584,66176311,1052734147,7,3068,100,2,16245,28,5065425,3774,3265268,194561,0
NOW 29,Katy Perry,2008-01-01,USCA20802544,2998,25,886077008,154757,77671100,69,1332106664,6819005,1577918,214177361,2238389974,1586859597,80,221043,248,55,533088,17,323997472,217322,3265268,6740918,0
Harry's House,Harry Styles,2022-05-20,USSM12200615,3003,25,502585349,64618,37636137,72,50100652,768251,98069,68560234,395014106,1946706640,33,3342,80,23,510201,22,2630860,4181,3265268,377249,0
Why''d You Only Call Me When You''re High?,Arctic Monkeys,2013-01-01,GBCEL1300370,3008,25,1687828519,272010,71727595,80,527397003,5344645,8490,8308615,45596295,16319566,69,14702,349,43,280766,26,121399211,37985,3265268,3369366,0
Believe,Justin Bieber,2012-01-01,USUM71205367,3001,25,827079737,123017,55637959,74,1187480897,7482380,67246,56945911,401762489,268560558,47,11347,176,22,267255,18,197359592,354980,3265268,5366746,0
Translation,Black Eyed Peas,2020-06-18,USSM12003821,2996,25,529297852,818,139276,29,791895421,5811346,182529,26576921,266064027,1758509489,21,5953,86,1,3985,17,12735768,7818,3265268,854584,0
Khalasi | Coke Studio Bharat,Aditya Gadhvi,2023-07-05,INUM72300746,2995,25,45526343,6003,1405864,59,159627251,2001280,29800,1623490,34961102,97746040,2,355,86,15,237407,9,792,72,3265268,389827,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (feat. IIVY B) - Single,bonnadol,2022-07-15,THSOH2206117,3006,25,9045662,2307,416469,39,148269610,1257935,2800000,137742080,1523347880,97746040,1,5953,86,15,237407,17,12735768,7818,3265268,28399,0
Chyba ï¿½ï¿½e z T,MODELKI,2024-04-04,PLUM72400116,3010,25,20661452,1206,2480648,69,30566261,214059,182529,26576921,266064027,97746040,3,779,86,1,106258,17,12735768,7818,3265268,88150,0
Never Be the Same,Camila Cabello,2017-12-17,USSM11710323,2997,25,862685616,66559,20300133,71,508394938,5627488,178251,89611820,665573579,248165435,97,46424,147,39,233523,35,188914960,64768,3265268,9248151,0
Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71907349,3007,25,1015502663,82046,26967760,67,290850550,4987421,30575,20265254,102264948,312559844,111,171291,404,38,385715,56,199577088,73005,330177,3403391,0
Chica Ideal,Sebastian Yatra,2020-10-16,USUM72017740,3009,25,494889776,54042,14455796,63,369062658,2399193,340064,36220539,308973919,9444521,72,36197,204,27,238843,24,2222494,1673,3265268,1193044,0
folklore,Taylor Swift,2020-07-24,USUG12002842,3016,25,1101296591,84267,76240482,79,143962401,1331866,640459,106537532,779402493,7241031,50,2616,9,16,358706,30,10172679,11371,3265268,909574,0
Doomsday,Juice WRLD,2023-06-23,USUG12303674,3019,25,78001581,40820,8704480,60,148269610,1257935,182529,26576921,266064027,97746040,9,1246,86,3,113494,12,8503111,1335,3265268,163078,1
Body Moving,Eliza Rose,2023-11-17,GBARL2301617,3015,25,40047588,9525,44892824,67,2471348,25676,182529,26576921,266064027,58903948,44,73088,355,55,722222,35,379697,93,3265268,854584,0
FANCY YOU,TWICE,2019-04-22,US5TA1900042,3012,25,475639302,35569,9534989,67,816491835,8286772,211996,68075809,423648556,62906856,21,1196,11,12,186185,11,4175243,7628,3265268,462489,0
UTOPIA,Travis Scott,2023-07-28,USSM12305006,3023,25,104724143,33500,4843707,65,19688739,200663,2553,1537450,99508915,97746040,8,225,86,11,204862,9,238041,663,3265268,101264,1
Full Circle: The Live Anthology,AronChupa,2011-11-20,SEYOK1406001,3011,25,568692309,122845,20445148,66,1631093608,13001577,322088,36083677,431870913,191669152,27,13,86,20,70235,17,66426238,94346,235101,13205767,1
Les derniï¿½ï¿½res volontï¿½ï¿½s de Mozart (S,SativaMusic,2022-12-02,DGA0M2330144,3017,25,159144858,35171,7779465,64,106347047,622153,68170,18218057,239495826,334769492,13,6397,86,14,1172826,9,12735768,7818,3265268,854584,0
La Familia Dedo de Cuquï¿½ï¿½n - Si,Cleo y Cuquï¿½ï¿½n - Familia Tele,2023-12-10,QZZ8B2348977,3022,25,3560,32312,13264111,67,119311487,439743,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
Free Dem Boyz,42 Dugg,2021-05-21,USUG12101418,3014,25,75717094,34136,5124318,55,216661579,1234087,24023,4773399,50774936,61994241,42,9269,86,1,145,17,82146544,17117,15809987,1103585,1
Epidemic,Polo G,2020-09-25,USSM12005752,3013,25,171728710,72794,6961853,56,121946777,1186806,13022,826564,8566421,35431228,40,251,86,7,10302,17,14067701,6626,30172219,699585,1
THE WORLD EP.2 : OUTLAW,ATEEZ,2023-06-16,KRD442300010,3024,25,95981326,10042,3932343,66,143134654,1478912,42200,14351920,69044436,59307320,9,607,29,5,108835,22,875138,1544,3265268,220808,0
Liquor & Cigarettes (feat. ArrDee),Chase & Status,2023-09-15,GBUM72307879,3021,25,44316864,24103,5837265,67,10388436,105979,182529,26576921,266064027,11253019,6,136,86,9,285929,10,45325,84,2847220,261966,0
pa - Single,TINI,2024-04-01,USHR12347039,3020,25,29604808,1636,6683447,72,28828792,677113,182529,26576921,266064027,8849214,15,588,86,17,375284,11,35981,26,3265268,144260,0
ICY,Saweetie,2019-03-29,USWB11900833,3018,25,390907316,59994,18611146,67,302144296,3625031,1064153,248584113,2849728835,40917999,50,80,868,13,12315,26,163314957,129963,3265268,3344298,1
UNA BALA,Milo j,2023-11-29,UYB282384014,3026,25,94097213,9345,4283676,67,56612055,670867,182529,26576921,266064027,1644399457,1,1215,86,1,231785,17,34640,98,3265268,118143,0
Ya Pedo Quiï¿½ï¿½n Sabe - Si,Grupo Frontera,2024-03-07,FR96X2441011,3027,25,45905973,2184,4012784,67,34714612,273830,182529,26576921,266064027,97746040,11,1719,17,5,73612,1,2173096,348,3265268,137018,0
"She Don't Know (From ""Blessed"")",Millind Gaba,2019-01-09,INS181900027,3030,25,32433183,3830,877033,50,691599357,5063166,3139700,14220006,216883079,119641307,2,1,86,15,237407,17,12735768,7818,3265268,200459,0
Songs from 'For You',Parmalee,2021-07-09,QMRSZ2101303,3032,25,120964748,18114,1669415,61,13919928,116035,76552,4369463,43546200,5849617,6,381075,428,15,237407,17,107276978,14900,919189,854584,0
YOU&TUBE Over 100 million views,LOVE BGM JPN,2023-06-13,TCJPV2350416,3038,25,1648192461,32312,13264111,67,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,1
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56 - Single",Bizarrap,2023-06-21,UYB282301037,3025,25,170834610,35849,20377164,65,7206357,63881,182529,26576921,266064027,97746040,26,13249,40,13,83337,5,437698,159,3265268,290293,1
Good Feeling EP,Flo Rida,2011-01-01,USAT21101961,3031,25,662305046,156823,60269717,72,722325299,3784855,48906,12510801,139200114,168462555,117,81073,73,62,551115,45,621115155,393941,3265268,8744808,0
